NN,VE1sign_Dz(v)_cme,J_Dz(p)_cme,HATS5s_cbt,VE3sign_B(v)_cbt,R1s+_cbt,Wap_cme,Eig09_EA(dm)_cme,DLS_01_cbt,Active_2,Pred,%Prob(-1),%Prob(+1),stdVE1sign_Dz(v)_cme,stdJ_Dz(p)_cme,stdHATS5s_cbt,stdVE3sign_B(v)_cbt,stdR1s+_cbt,stdWap_cme,stdEig09_EA(dm)_cme,stdDLS_01_cbt,Outlier_info(standardization_approach),snew,Set
MD132,-0.043083900226757406,0.1677704194260485,-0.2343750000000001,-0.1260135135135135,0.20140056022408973,-0.001361958070585642,-0.6423076923076922,0.0,-1,-1,0.9992601815782273,0.0007398184217727286,0.5520452897123586,0.4595035852668383,1.0379034875548316,0.8517610280904582,0.6241803683045984,0.06990537423686419,3.4108795131644536,0.2180909733684585,In,2.260336442526237,Sub_train
MD103,0.1645124716553288,0.24030274361400186,-0.09590624999999997,-0.003689189189189173,-0.0533893557422969,-0.055775472608447736,-0.6486263736263735,0.1499999999999999,-1,-1,0.9925479010643306,0.007452098935669468,0.26253643788314485,0.7494319376616353,0.4305499543773107,0.25801796650752357,0.3874163851953961,0.3508136567856065,3.445649639298116,0.17944192331696945,In,2.1654906053755556,Sub_train
MD036,0.052154195011337855,-0.08388520971302432,0.5102343749999999,-3.378378378379507e-05,0.6238095238095237,-0.0020704911708903113,0.0,0.0,1,1,0.0008420957947549157,0.9991579042052451,0.1783431317766825,0.5464217417377175,2.228112380598489,0.24027520268094577,2.301277888399135,0.06442707786253042,0.1235793955531022,0.2180909733684585,In,NA,Sub_train
MD078,-0.1302721088435374,-0.04446546830652779,-0.07621875,0.20036486486486488,-0.047226890756302486,-0.043092730112994165,-0.006318681318681318,0.1499999999999999,1,1,0.032869118593694346,0.9671308814063057,0.8941607176320427,0.3888519850014142,0.34419637146107573,0.7324283690981229,0.3629494452470673,0.2527521516850322,0.08880926941943933,0.17944192331696945,In,NA,Sub_train
MD023,-0.06208616780045353,-0.3422516556291393,-0.03621527777777779,-0.08813813813813805,-0.03809523809523813,0.16332018610802768,0.0,-0.3333333333333333,1,1,0.0013314751936847058,0.9986685248063153,0.626607767890953,1.5791717441290622,0.16873259213515962,0.6679199036191374,0.32669388877818034,1.3432087569345408,0.1235793955531022,1.1014974104471877,In,NA,Sub_train
MD116,0.8697278911564625,-0.4219489120151372,0.14409375000000002,-0.21720270270270264,0.3365266106442578,0.0003639667056922184,-0.006318681318681318,0.1499999999999999,-1,-1,0.9963725513013936,0.003627448698606452,3.029711940692555,1.8977399755082487,0.6221413421253648,1.2943790329028355,1.160673633353408,0.08325002594077203,0.08880926941943933,0.17944192331696945,In,2.370245988116068,Sub_train
MD126,0.4379692617787856,0.5305371596762326,-0.0698958333333333,0.08063063063063065,-0.04855275443510738,-0.08144850407668952,0.11025641025641024,0.16666666666666674,-1,-1,0.9967229404622031,0.0032770595377968783,1.3355460598817848,1.9095655332587864,0.3164627075297768,0.1512571980885492,0.3682135444480715,0.5493145809487098,0.7302929008419442,0.22361224517090636,In,NA,Sub_train
MD111,0.2939229024943311,-0.11046357615894074,-0.10484374999999996,0.022972972972972964,-0.08081232492997213,-0.0632923171394157,0.0,0.125,-1,-1,0.5894775315679235,0.4105224684320765,0.7703264891543123,0.6526615745196035,0.46975173963769673,0.128604018153223,0.49629426796546,0.4089330334565414,0.1235793955531022,0.113186440536065,In,NA,Sub_train
MD121,0.4615646258503402,0.02838221381267744,0.03784375,-0.030716216216216195,-0.04610644257703078,-0.0556928104134122,-0.6486263736263735,0.1499999999999999,-1,-1,0.9906352371123881,0.009364762887611887,1.4281312638253725,0.0976630745527273,0.1561061327361594,0.38920291162085424,0.35850091071100754,0.35017452220860096,3.445649639298116,0.17944192331696945,In,2.272250622686752,Sub_train
MD139,0.27335600907029484,0.1343424787133398,-0.07653124999999998,0.0017162162162162372,-0.06067226890756301,-0.05518502835819385,-0.16016483516483515,0.1499999999999999,-1,-1,0.9006283587622422,0.09937164123775773,0.6896246183810604,0.32588443155445457,0.34556706325339687,0.23178097748485743,0.41633185967978475,0.346248409806995,0.7577677147045262,0.17944192331696945,In,NA,Sub_train
MD069,-0.13345930964978586,0.18616629874908025,-0.08833333333333332,0.2427927927927928,0.01027077497665732,-0.06770296193077895,0.11025641025641024,0.16666666666666674,1,1,0.1708275293820014,0.8291724706179986,0.9066668877322712,0.5330361384104466,0.3973335232767272,0.9383668687685331,0.134665481304933,0.4430356312866348,0.7302929008419442,0.22361224517090636,In,NA,Sub_train
MD012,-0.1302721088435374,-0.4947965941343425,-0.05177083333333332,0.009234234234234235,-0.026237161531279217,0.2177655396491749,-0.006318681318681318,-0.3333333333333333,1,1,0.0020357501414833834,0.9979642498585166,0.8941607176320427,2.188928885956936,0.23696258357514774,0.1952896985858327,0.2796135649382144,1.7641739634655151,0.08880926941943933,1.1014974104471877,In,NA,Sub_train
MD086,0.5161451247165533,0.154437086092715,0.34421875,-0.0554054054054054,0.4917366946778711,-0.06929123072199524,0.0,0.125,1,-1,0.8784658563150781,0.12153414368492185,1.6422981910042227,0.40620719074835065,1.4999323659278563,0.5090403589818818,1.7769068799610888,0.455315942759234,0.1235793955531022,0.113186440536065,In,NA,Sub_train
MD040,-0.06208616780045353,0.002119205298013012,-0.10734374999999996,0.2297297297297297,-0.10490196078431382,-0.056206986136369014,0.0,0.125,1,1,0.0962389572341692,0.9037610427658308,0.626607767890953,0.2026423492807227,0.4807172739762663,0.8749608119637564,0.5919377604907451,0.3541500697132038,0.1235793955531022,0.113186440536065,In,NA,Sub_train
